ticket_id,user_id,fecha,canal,tiempo_primera_respuesta_min,tiempo_resolucion_hs,resuelto,tema_principal,subtema,csat_score,reapertura
CH0653,U0414,2024-01-08,chat,18,5.5,no,configuracion,plan_cuentas,3,si
CH0654,U1219,2023-06-10,chat,11,12.5,no,facturacion,descarga_xml,2,no
CH0655,U1619,2023-10-26,chat,11,1.3,si,pagos,disputa,4,no
CH0656,U1641,2024-02-26,chat,7,1.3,si,reportes,estado_resultados,3,no
CH0657,U1896,2024-02-13,chat,11,2.2,si,facturacion,errores_dian,3,no
CH0658,U0251,2023-01-11,chat,2,2.1,si,reportes,balance_general,3,no
CH0659,U1559,2024-02-29,chat,17,1.3,si,facturacion,errores_sat,5,no
CH0660,U1514,2023-11-29,chat,3,1.6,si,reportes,flujo_caja,4,no
CH0661,U1912,2023-03-07,chat,25,0.9,si,integraciones,banco,5,no
CH0662,U0694,2024-02-15,chat,9,21.5,no,facturacion,errores_sat,3,no
CH0663,U0720,2023-04-11,chat,21,2.1,si,pagos,actualizacion_tarjeta,4,no
CH0664,U1420,2023-04-16,chat,16,15.7,no,integraciones,banco,1,si
CH0665,U0324,2023-06-09,chat,13,2.6,si,pagos,fallo_cobro,3,no
CH0666,U0195,2024-01-13,chat,5,1.4,si,configuracion,plan_cuentas,4,no
CH0667,U1142,2023-04-11,chat,15,1.2,si,configuracion,plan_cuentas,3,no
CH0668,U0690,2023-02-14,chat,12,1.3,si,facturacion,descarga_xml,5,no
CH0669,U0975,2023-02-05,chat,16,9.5,no,cuenta,cambio_plan,1,no
CH0670,U1427,2023-12-09,chat,18,0.7,si,facturacion,errores_dian,4,no
CH0671,U1103,2024-01-30,chat,7,0.9,si,cuenta,suspension_cuenta,5,no
CH0672,U0870,2024-02-07,chat,10,2.4,si,pagos,actualizacion_tarjeta,3,no
CH0673,U1572,2023-03-20,chat,2,2,si,cuenta,reactivacion,5,no
CH0674,U1093,2023-12-05,chat,25,17.4,no,facturacion,descarga_xml,2,no
CH0675,U0645,2023-04-24,chat,14,2.5,si,facturacion,factura_electronica_avanzada,4,no
CH0676,U1764,2024-01-19,chat,13,1.5,si,reportes,balance_general,5,no
CH0677,U1912,2023-11-25,chat,6,17.1,no,cuenta,cambio_plan,2,si
CH0678,U1158,2023-05-21,chat,11,1.2,si,reportes,estado_resultados,3,no
CH0679,U1569,2023-02-12,chat,4,2.4,si,integraciones,api_externa,4,no
CH0680,U1975,2023-01-15,chat,7,2.6,si,facturacion,emision_factura,4,no
CH0681,U1468,2023-12-21,chat,23,2.3,si,integraciones,api_externa,3,no
CH0682,U0348,2023-04-29,chat,23,0.8,si,facturacion,errores_sat,3,no
CH0683,U1218,2023-12-04,chat,4,12.5,no,facturacion,emision_factura,2,si
CH0684,U0493,2024-02-14,chat,21,1.6,si,reportes,exportar_excel,5,no
CH0685,U0593,2023-12-15,chat,12,11.4,no,pagos,fallo_cobro,1,si
CH0686,U0599,2024-02-05,chat,12,2.4,si,cuenta,cambio_plan,4,no
CH0687,U0961,2023-05-29,chat,5,1.2,si,configuracion,onboarding_general,3,no
CH0688,U1027,2023-04-18,chat,5,1,si,facturacion,errores_dian,3,no
CH0689,U1760,2024-02-07,chat,9,1,si,facturacion,errores_dian,4,no
CH0690,U1409,2023-09-16,chat,14,0.6,si,cuenta,suspension_cuenta,4,no
CH0691,U0048,2023-08-22,chat,25,14.3,no,facturacion,descarga_xml,3,si
CH0692,U0732,2023-01-10,chat,18,21.1,no,configuracion,datos_empresa,2,si
CH0693,U0840,2023-07-10,chat,13,21.6,no,facturacion,errores_dian,2,no
CH0694,U0220,2023-11-29,chat,24,1,si,facturacion,errores_dian,3,no
CH0695,U1165,2023-08-12,chat,18,2.6,si,facturacion,descarga_xml,3,no
CH0696,U0015,2023-01-03,chat,4,2.2,si,facturacion,factura_electronica_avanzada,4,no
CH0697,U0217,2023-07-18,chat,22,2.7,si,facturacion,errores_sat,5,no
CH0698,U1387,2023-10-25,chat,22,1.7,si,configuracion,plan_cuentas,5,no
CH0699,U1723,2023-02-24,chat,21,2.7,si,facturacion,descarga_xml,4,no
CH0700,U0006,2023-02-19,chat,18,15.2,no,configuracion,integracion_banco,3,no
CH0701,U1048,2023-01-17,chat,18,1.6,si,pagos,disputa,3,no
CH0702,U0259,2023-07-30,chat,6,2.5,si,facturacion,factura_electronica_avanzada,5,no
CH0703,U0461,2023-03-28,chat,18,2.6,si,pagos,actualizacion_tarjeta,3,no
CH0704,U0165,2023-09-07,chat,17,1,si,pagos,actualizacion_tarjeta,4,no
CH0705,U1167,2023-05-06,chat,5,0.8,si,cuenta,cambio_plan,4,no
CH0706,U1386,2023-08-07,chat,7,1.4,si,reportes,flujo_caja,4,no
CH0707,U1351,2023-07-09,chat,4,1.8,si,facturacion,descarga_xml,4,no
CH0708,U1283,2024-02-01,chat,12,0.8,si,facturacion,emision_factura,2,no
CH0709,U0516,2023-10-01,chat,24,0.9,si,facturacion,errores_sat,4,no
CH0710,U0249,2023-04-30,chat,12,1,si,configuracion,integracion_banco,4,no
CH0711,U1214,2023-08-01,chat,22,14.6,no,configuracion,onboarding_general,2,si
CH0712,U0624,2023-12-29,chat,10,6.8,no,pagos,actualizacion_tarjeta,1,si
CH0713,U1143,2023-12-04,chat,7,0.8,si,facturacion,errores_dian,5,no
CH0714,U1113,2023-09-08,chat,17,0.6,si,integraciones,banco,3,no
CH0715,U1576,2023-02-03,chat,12,1.3,si,reportes,exportar_excel,3,no
CH0716,U1118,2023-12-27,chat,23,2.2,si,reportes,flujo_caja,5,no
CH0717,U1526,2023-04-23,chat,19,1.2,si,configuracion,integracion_banco,3,no
CH0718,U0468,2023-06-07,chat,4,2.4,si,reportes,estado_resultados,4,no
CH0719,U1770,2024-03-01,chat,4,1.4,si,configuracion,plan_cuentas,5,no
CH0720,U1496,2024-01-07,chat,21,14.1,no,configuracion,integracion_banco,1,si
CH0721,U1584,2023-01-22,chat,15,2.1,si,pagos,disputa,3,no
CH0722,U0439,2023-07-12,chat,16,15.7,no,facturacion,emision_factura,1,si
CH0723,U1835,2023-12-17,chat,19,2.8,si,integraciones,banco,3,no
CH0724,U0381,2023-12-27,chat,3,9.2,no,cuenta,reactivacion,1,si
CH0725,U0503,2023-06-21,chat,25,1,si,integraciones,banco,4,no
CH0726,U0406,2023-12-18,chat,25,23.6,no,cuenta,suspension_cuenta,1,si
CH0727,U0896,2023-07-23,chat,14,1.6,si,configuracion,onboarding_general,4,no
CH0728,U1042,2024-02-09,chat,18,2.8,si,reportes,exportar_excel,4,no
CH0729,U1749,2023-09-14,chat,22,1.7,si,integraciones,api_externa,4,no
CH0730,U1435,2023-10-25,chat,17,1.2,si,reportes,flujo_caja,5,no
CH0731,U1726,2023-05-31,chat,15,2.7,si,facturacion,descarga_xml,5,no
CH0732,U1451,2023-04-01,chat,9,1.9,si,configuracion,datos_empresa,5,no
CH0733,U1762,2023-11-29,chat,25,2.8,si,cuenta,reactivacion,5,no
CH0734,U1059,2023-07-23,chat,14,1.6,si,cuenta,cambio_plan,5,no
CH0735,U1076,2023-06-04,chat,6,1.1,si,cuenta,reactivacion,3,no
CH0736,U1314,2023-04-27,chat,3,26,no,facturacion,emision_factura,2,si
CH0737,U0081,2024-01-11,chat,16,13,no,facturacion,errores_sat,1,no
CH0738,U1719,2023-10-16,chat,11,1.7,si,facturacion,factura_electronica_avanzada,4,no
CH0739,U1768,2023-12-19,chat,4,17,no,integraciones,pasarela_pago,3,si
CH0740,U1547,2024-01-03,chat,20,1.3,si,facturacion,factura_electronica_avanzada,4,no
CH0741,U1112,2023-08-16,chat,14,2.2,si,configuracion,integracion_banco,4,no
CH0742,U0772,2023-03-19,chat,5,26.6,no,facturacion,errores_dian,3,no
CH0743,U1538,2023-02-04,chat,10,3,si,facturacion,errores_sat,5,no
CH0744,U1877,2023-09-20,chat,22,2.7,si,configuracion,onboarding_general,3,no
CH0745,U1905,2023-02-03,chat,7,25.9,no,facturacion,errores_dian,3,si
CH0746,U0639,2023-01-25,chat,2,10.7,no,cuenta,reactivacion,1,no
CH0747,U1468,2023-05-09,chat,7,23.2,no,integraciones,banco,1,no
CH0748,U1674,2023-11-21,chat,6,1.2,si,reportes,balance_general,5,no
CH0749,U1173,2023-09-04,chat,14,0.7,si,configuracion,integracion_banco,5,no
CH0750,U1749,2023-12-04,chat,25,1.2,si,facturacion,factura_electronica_avanzada,3,no
CH0751,U0202,2023-01-18,chat,5,1.7,si,facturacion,errores_sat,3,no
CH0752,U1452,2023-06-24,chat,4,22.4,no,cuenta,cambio_plan,2,si
CH0753,U0864,2023-05-01,chat,4,1.2,si,facturacion,errores_dian,5,no
CH0754,U0798,2024-02-23,chat,4,1.5,si,reportes,exportar_excel,3,no
CH0755,U1250,2023-07-22,chat,14,0.7,si,configuracion,datos_empresa,4,no
CH0756,U0649,2023-12-20,chat,19,14.4,no,configuracion,plan_cuentas,1,no
CH0757,U0762,2023-12-23,chat,16,2.2,si,cuenta,suspension_cuenta,3,no
CH0758,U0135,2023-10-22,chat,20,1,si,integraciones,pasarela_pago,3,no
CH0759,U1009,2023-07-14,chat,25,0.5,si,pagos,actualizacion_tarjeta,5,no
CH0760,U0024,2023-01-01,chat,6,1.6,si,pagos,fallo_cobro,5,no
CH0761,U0567,2023-06-06,chat,12,1.8,si,pagos,fallo_cobro,3,no
CH0762,U1433,2023-01-06,chat,9,1.7,si,reportes,balance_general,4,no
CH0763,U1604,2023-05-27,chat,15,12.2,no,configuracion,datos_empresa,3,si
CH0764,U1107,2023-08-01,chat,19,2.6,si,facturacion,factura_electronica_avanzada,4,no
CH0765,U1428,2023-05-20,chat,21,2.2,si,facturacion,factura_electronica_avanzada,3,no
CH0766,U0342,2023-07-13,chat,19,13.7,no,configuracion,plan_cuentas,2,no
CH0767,U1987,2024-01-13,chat,17,2.5,si,facturacion,descarga_xml,5,no
CH0768,U1421,2023-07-17,chat,12,1.9,si,facturacion,descarga_xml,4,no
CH0769,U0421,2023-01-10,chat,18,0.8,si,facturacion,descarga_xml,4,no
CH0770,U0040,2023-05-13,chat,4,1.6,si,facturacion,errores_sat,5,no
CH0771,U1634,2023-07-11,chat,25,17.7,no,pagos,actualizacion_tarjeta,2,si
CH0772,U1325,2023-11-26,chat,16,1.2,si,reportes,flujo_caja,4,no
CH0773,U0364,2023-03-16,chat,23,0.5,si,cuenta,suspension_cuenta,3,no
CH0774,U1980,2023-09-15,chat,3,0.7,si,facturacion,errores_dian,4,no
CH0775,U1077,2024-01-31,chat,24,2.4,si,facturacion,descarga_xml,5,no
CH0776,U1204,2023-05-03,chat,21,1.5,si,configuracion,plan_cuentas,5,no
CH0777,U1789,2024-01-23,chat,22,2.5,si,integraciones,banco,5,no
CH0778,U0401,2024-01-06,chat,8,2.5,si,configuracion,plan_cuentas,5,no
CH0779,U1474,2024-02-12,chat,14,2.5,si,facturacion,factura_electronica_avanzada,3,no
CH0780,U1966,2023-08-18,chat,8,2.3,si,cuenta,suspension_cuenta,4,no
CH0781,U0714,2023-04-03,chat,25,1.3,si,configuracion,plan_cuentas,4,no
CH0782,U1113,2023-09-09,chat,9,1.4,si,facturacion,factura_electronica_avanzada,5,no
CH0783,U0052,2023-07-12,chat,18,2.8,si,configuracion,plan_cuentas,3,no
CH0784,U1903,2023-05-29,chat,7,2.6,si,reportes,exportar_excel,3,no
CH0785,U1109,2023-07-22,chat,16,2.3,si,configuracion,integracion_banco,3,no
CH0786,U1095,2023-02-15,chat,3,14.6,no,integraciones,api_externa,3,si
CH0787,U1970,2023-08-15,chat,23,2.3,si,configuracion,datos_empresa,5,no
CH0788,U0093,2023-07-03,chat,22,1.2,si,configuracion,plan_cuentas,3,no
CH0789,U0068,2023-07-05,chat,8,10.7,no,reportes,estado_resultados,2,no
CH0790,U0241,2023-01-29,chat,24,0.9,si,cuenta,cambio_plan,4,no
CH0791,U1021,2023-04-07,chat,14,1.8,si,facturacion,factura_electronica_avanzada,3,no
CH0792,U1258,2023-10-02,chat,15,0.7,si,facturacion,errores_dian,3,no
CH0793,U0820,2023-05-02,chat,13,8.4,no,configuracion,plan_cuentas,3,si
CH0794,U0975,2024-01-27,chat,6,19.9,no,configuracion,datos_empresa,1,si
CH0795,U1133,2023-12-13,chat,24,1.1,si,reportes,exportar_excel,5,no
CH0796,U1587,2024-02-10,chat,2,2.1,si,reportes,flujo_caja,4,no
CH0797,U1842,2023-12-18,chat,24,2.5,si,cuenta,cambio_plan,4,no
CH0798,U1414,2023-01-09,chat,12,1.2,si,facturacion,factura_electronica_avanzada,4,no
CH0799,U1532,2023-04-25,chat,13,1.7,si,facturacion,errores_dian,4,no
CH0800,U0481,2023-07-15,chat,11,1.5,si,integraciones,api_externa,4,no
CH0801,U1478,2023-10-21,chat,21,1.6,si,facturacion,errores_sat,5,no
CH0802,U0880,2023-06-07,chat,14,0.7,si,cuenta,suspension_cuenta,3,no
CH0803,U1946,2023-01-18,chat,2,0.5,si,configuracion,onboarding_general,5,no
CH0804,U0123,2023-09-01,chat,15,3,si,reportes,flujo_caja,5,no
CH0805,U1154,2023-05-05,chat,19,2.7,si,facturacion,errores_dian,3,no
CH0806,U1784,2023-10-11,chat,14,2.2,si,facturacion,descarga_xml,5,no
CH0807,U1825,2023-02-06,chat,6,2.7,si,configuracion,datos_empresa,3,no
CH0808,U0052,2023-07-26,chat,21,25.7,no,reportes,exportar_excel,2,si
CH0809,U1900,2023-06-27,chat,20,2,si,reportes,estado_resultados,4,no
CH0810,U0525,2023-06-13,chat,13,12.1,no,facturacion,errores_sat,1,no
CH0811,U1992,2023-10-02,chat,21,2.4,si,facturacion,factura_electronica_avanzada,5,no
CH0812,U0766,2023-12-02,chat,4,13.6,no,reportes,estado_resultados,1,no
CH0813,U0163,2023-06-12,chat,15,2,si,facturacion,emision_factura,4,no
CH0814,U1512,2023-12-04,chat,23,2,si,integraciones,banco,4,no
CH0815,U1684,2024-02-23,chat,8,0.8,si,integraciones,banco,5,no
CH0816,U1745,2023-09-06,chat,11,2.5,si,reportes,balance_general,4,no
CH0817,U1695,2023-04-08,chat,2,1.9,si,reportes,estado_resultados,3,no
CH0818,U0565,2023-06-10,chat,6,2.7,si,pagos,disputa,5,no
CH0819,U1552,2023-10-25,chat,20,1.8,si,cuenta,suspension_cuenta,3,no
CH0820,U1600,2023-11-25,chat,7,0.6,si,facturacion,factura_electronica_avanzada,4,no
CH0821,U0097,2023-06-14,chat,14,17.4,no,facturacion,emision_factura,3,no
CH0822,U1337,2023-07-29,chat,3,2.3,si,configuracion,integracion_banco,4,no
CH0823,U0540,2023-11-10,chat,19,2.9,si,facturacion,emision_factura,5,no
CH0824,U1790,2023-05-04,chat,19,23.9,no,configuracion,onboarding_general,2,no
CH0825,U1579,2023-04-06,chat,17,2.9,si,reportes,exportar_excel,4,no
CH0826,U1046,2023-08-23,chat,11,0.6,si,configuracion,plan_cuentas,3,no
CH0827,U0057,2024-02-07,chat,25,1.4,si,cuenta,cambio_plan,5,no
CH0828,U0633,2023-05-20,chat,22,0.8,si,facturacion,emision_factura,3,no
CH0829,U1721,2024-02-04,chat,23,1.1,si,facturacion,descarga_xml,4,no
CH0830,U1287,2023-07-11,chat,14,0.6,si,cuenta,reactivacion,3,no
CH0831,U0715,2023-11-13,chat,2,24.5,no,reportes,flujo_caja,2,no
CH0832,U1102,2023-10-22,chat,8,15.4,no,integraciones,banco,3,no
CH0833,U1233,2023-06-07,chat,17,1.7,si,pagos,disputa,3,no
CH0834,U1444,2023-04-08,chat,12,6,no,pagos,disputa,3,si
CH0835,U0794,2024-02-18,chat,2,0.6,si,configuracion,onboarding_general,4,no
CH0836,U0146,2024-01-27,chat,11,2.2,si,facturacion,emision_factura,3,no
CH0837,U0153,2024-02-21,chat,22,0.8,si,reportes,estado_resultados,3,no
CH0838,U0994,2023-08-19,chat,8,26.4,no,facturacion,errores_sat,1,no
CH0839,U1856,2023-10-03,chat,9,1.2,si,cuenta,suspension_cuenta,4,no
CH0840,U1094,2024-01-29,chat,2,1.5,si,pagos,disputa,3,no
CH0841,U1055,2023-08-15,chat,10,2.5,si,configuracion,integracion_banco,5,no
CH0842,U0805,2023-07-31,chat,19,2.1,si,facturacion,factura_electronica_avanzada,3,no
CH0843,U0065,2023-01-26,chat,24,2.1,si,cuenta,cambio_plan,1,no
CH0844,U1116,2023-03-01,chat,12,1.4,si,pagos,fallo_cobro,4,no
CH0845,U0553,2023-04-24,chat,23,2.2,si,pagos,actualizacion_tarjeta,4,no
CH0846,U1107,2023-02-24,chat,19,2.9,si,configuracion,onboarding_general,5,no
CH0847,U1898,2024-01-06,chat,5,2.7,si,cuenta,suspension_cuenta,4,no
CH0848,U1372,2024-01-23,chat,22,24.2,no,cuenta,reactivacion,2,no
CH0849,U1820,2023-11-02,chat,23,1.1,si,configuracion,datos_empresa,3,no
CH0850,U1778,2023-07-28,chat,13,0.9,si,configuracion,integracion_banco,5,no
CH0851,U1134,2023-07-05,chat,11,11.5,no,facturacion,descarga_xml,1,si
CH0852,U1644,2023-09-12,chat,15,2,si,pagos,disputa,5,no
CH0853,U0094,2023-03-28,chat,23,1.2,si,integraciones,banco,3,no
CH0854,U1832,2024-02-15,chat,19,1.6,si,facturacion,descarga_xml,4,no
CH0855,U1046,2023-06-08,chat,21,1.8,si,configuracion,onboarding_general,4,no
CH0856,U1816,2023-03-24,chat,19,1.5,si,integraciones,pasarela_pago,3,no
CH0857,U1351,2023-07-11,chat,8,2.1,si,facturacion,errores_sat,3,no
CH0858,U1388,2023-04-11,chat,13,2.5,si,cuenta,suspension_cuenta,3,no
CH0859,U0994,2023-09-17,chat,11,1.2,si,configuracion,plan_cuentas,4,no
CH0860,U0350,2024-01-19,chat,7,2.1,si,pagos,fallo_cobro,4,no
CH0861,U1564,2023-07-14,chat,4,27.3,no,configuracion,plan_cuentas,1,no
CH0862,U1119,2023-06-24,chat,23,27.7,no,cuenta,reactivacion,3,no
CH0863,U0442,2023-11-21,chat,24,2.2,si,reportes,exportar_excel,3,no
CH0864,U1081,2023-08-18,chat,11,0.6,si,configuracion,integracion_banco,3,no
CH0865,U1177,2023-11-18,chat,15,1.5,si,configuracion,datos_empresa,2,no
CH0866,U0256,2023-09-17,chat,9,1.2,si,facturacion,emision_factura,5,no
CH0867,U0077,2023-11-02,chat,12,1.3,si,reportes,estado_resultados,4,no
CH0868,U0214,2023-07-08,chat,6,1.6,si,facturacion,errores_dian,3,no
CH0869,U0137,2023-08-07,chat,4,0.6,si,pagos,disputa,4,no
CH0870,U0516,2023-11-07,chat,5,1.3,si,cuenta,reactivacion,5,no
CH0871,U1967,2023-06-28,chat,7,1.5,si,facturacion,descarga_xml,3,no
CH0872,U0224,2023-07-14,chat,23,27.8,no,configuracion,integracion_banco,1,no
CH0873,U0872,2023-09-23,chat,10,2,si,facturacion,emision_factura,5,no
CH0874,U1007,2023-09-17,chat,4,0.5,si,facturacion,errores_dian,4,no
CH0875,U1316,2023-02-22,chat,23,25.7,no,facturacion,factura_electronica_avanzada,2,no
CH0876,U1193,2023-12-20,chat,22,1.8,si,facturacion,descarga_xml,3,no
CH0877,U0786,2023-10-09,chat,3,15.2,no,reportes,flujo_caja,3,no
CH0878,U1780,2023-09-22,chat,3,1.1,si,configuracion,datos_empresa,4,no
CH0879,U1696,2023-10-04,chat,11,2.6,si,integraciones,banco,5,no
CH0880,U1814,2023-01-12,chat,21,1.6,si,facturacion,errores_dian,5,no
CH0881,U1920,2023-07-17,chat,10,0.5,si,facturacion,emision_factura,4,no
CH0882,U1376,2023-01-02,chat,10,2.3,si,reportes,balance_general,5,no
CH0883,U0172,2023-09-20,chat,17,0.6,si,facturacion,descarga_xml,3,no
CH0884,U1464,2023-03-13,chat,16,1,si,configuracion,integracion_banco,5,no
CH0885,U1756,2023-06-15,chat,3,1,si,cuenta,reactivacion,3,no
CH0886,U0680,2023-10-27,chat,3,1,si,pagos,fallo_cobro,2,no
CH0887,U1552,2024-02-27,chat,23,10.2,no,facturacion,errores_dian,1,si
CH0888,U1154,2023-08-28,chat,8,2.6,si,facturacion,errores_dian,5,no
CH0889,U1204,2023-08-11,chat,11,0.6,si,configuracion,datos_empresa,5,no
CH0890,U0053,2023-11-09,chat,19,1.6,si,configuracion,datos_empresa,5,no
CH0891,U0644,2023-02-15,chat,10,1.1,si,cuenta,reactivacion,4,no
CH0892,U0187,2024-02-10,chat,4,2.6,si,integraciones,api_externa,4,no
CH0893,U0860,2023-06-08,chat,24,2.1,si,integraciones,pasarela_pago,4,no
CH0894,U1893,2023-05-28,chat,7,0.6,si,facturacion,factura_electronica_avanzada,5,no
CH0895,U0376,2023-03-27,chat,8,1,si,pagos,disputa,5,no
CH0896,U0385,2023-10-03,chat,22,2.8,si,facturacion,factura_electronica_avanzada,5,no
CH0897,U0343,2023-03-21,chat,12,1.7,si,pagos,actualizacion_tarjeta,3,no
CH0898,U1222,2023-05-19,chat,21,1.4,si,configuracion,datos_empresa,3,no
CH0899,U1055,2024-02-02,chat,18,2,si,facturacion,descarga_xml,3,no
CH0900,U1098,2023-04-07,chat,15,1.6,si,integraciones,banco,3,no
CH0901,U0165,2024-01-12,chat,2,0.8,si,facturacion,errores_sat,5,no
CH0902,U1557,2023-12-25,chat,18,2.5,si,reportes,exportar_excel,3,no
CH0903,U0151,2023-06-04,chat,11,1,si,pagos,actualizacion_tarjeta,5,no
CH0904,U1589,2024-01-24,chat,12,1.6,si,configuracion,plan_cuentas,5,no
CH0905,U0871,2023-09-24,chat,8,0.8,si,facturacion,errores_dian,3,no
CH0906,U0074,2023-11-16,chat,8,20.5,no,cuenta,reactivacion,1,si
CH0907,U0721,2023-02-02,chat,17,3,si,integraciones,api_externa,3,no
CH0908,U1926,2024-02-07,chat,15,21.4,no,reportes,estado_resultados,3,no
CH0909,U0209,2023-07-03,chat,17,1.5,si,facturacion,factura_electronica_avanzada,3,no
CH0910,U1361,2023-02-09,chat,3,2.5,si,facturacion,emision_factura,5,no
CH0911,U0287,2023-04-18,chat,20,1.4,si,facturacion,descarga_xml,5,no
CH0912,U1049,2023-04-25,chat,6,1.9,si,cuenta,suspension_cuenta,4,no
CH0913,U2000,2023-03-06,chat,7,1.1,si,facturacion,errores_sat,3,no
CH0914,U0605,2023-05-16,chat,12,1.7,si,facturacion,emision_factura,4,no
CH0915,U0660,2023-03-05,chat,21,1.9,si,configuracion,datos_empresa,3,no
CH0916,U1391,2023-03-05,chat,22,2,si,facturacion,descarga_xml,5,no
CH0917,U0612,2023-04-06,chat,8,21,no,configuracion,onboarding_general,2,si
CH0918,U0849,2023-11-09,chat,23,1,si,configuracion,plan_cuentas,3,no
CH0919,U0072,2023-06-24,chat,16,1.6,si,facturacion,factura_electronica_avanzada,3,no
CH0920,U0726,2023-05-31,chat,12,1.6,si,cuenta,cambio_plan,5,no
CH0921,U0962,2023-08-12,chat,22,2.1,si,facturacion,errores_sat,3,no
CH0922,U0676,2023-08-08,chat,11,2.2,si,facturacion,factura_electronica_avanzada,5,no
CH0923,U1557,2023-11-12,chat,19,2,si,facturacion,errores_dian,3,no
CH0924,U0987,2023-12-23,chat,19,2.8,si,cuenta,cambio_plan,5,no
CH0925,U1243,2023-10-17,chat,8,2.9,si,cuenta,cambio_plan,3,no
CH0926,U1817,2023-11-18,chat,20,2.9,si,cuenta,reactivacion,4,no
CH0927,U0797,2023-03-02,chat,7,2.1,si,reportes,balance_general,3,no
CH0928,U0291,2023-05-29,chat,4,0.8,si,pagos,actualizacion_tarjeta,5,no
CH0929,U1558,2023-07-22,chat,8,26.1,no,facturacion,errores_sat,1,no
CH0930,U0970,2023-01-18,chat,6,2.5,si,reportes,flujo_caja,4,no
CH0931,U1028,2023-08-10,chat,19,1.8,si,integraciones,banco,3,no
CH0932,U0183,2023-07-17,chat,7,5.4,no,reportes,flujo_caja,2,si
CH0933,U1546,2023-02-13,chat,11,1.1,si,configuracion,integracion_banco,5,no
CH0934,U0745,2023-12-17,chat,11,0.7,si,facturacion,descarga_xml,4,no
CH0935,U0136,2023-12-06,chat,3,20.3,no,cuenta,suspension_cuenta,2,no
CH0936,U0849,2023-01-22,chat,19,17.1,no,reportes,exportar_excel,3,no
CH0937,U0925,2023-11-08,chat,8,24.8,no,facturacion,errores_dian,1,no
CH0938,U0537,2023-10-18,chat,10,0.9,si,facturacion,errores_dian,5,no
CH0939,U1782,2023-10-08,chat,15,0.8,si,cuenta,suspension_cuenta,5,no
CH0940,U1834,2023-09-20,chat,5,2.2,si,facturacion,factura_electronica_avanzada,5,no
CH0941,U1493,2024-01-08,chat,21,1.3,si,pagos,actualizacion_tarjeta,5,no
CH0942,U0213,2023-05-30,chat,2,0.6,si,facturacion,emision_factura,5,no
CH0943,U0496,2023-12-12,chat,10,1.2,si,facturacion,factura_electronica_avanzada,5,no
CH0944,U0823,2023-04-23,chat,15,2.7,si,facturacion,descarga_xml,4,no
CH0945,U0927,2023-03-11,chat,12,2.2,si,integraciones,pasarela_pago,3,no
CH0946,U0585,2023-06-24,chat,8,2.3,si,facturacion,errores_dian,3,no
CH0947,U0520,2023-01-14,chat,19,14.9,no,integraciones,api_externa,1,no
CH0948,U0486,2023-10-20,chat,24,2.3,si,pagos,disputa,5,no
CH0949,U0692,2024-01-20,chat,22,2.5,si,cuenta,reactivacion,5,no
CH0950,U1754,2023-04-01,chat,2,1.9,si,configuracion,plan_cuentas,3,no
CH0951,U0629,2024-02-06,chat,14,2.8,si,pagos,disputa,3,no
CH0952,U1240,2024-02-16,chat,17,0.5,si,integraciones,api_externa,5,no
CH0953,U1446,2023-01-08,chat,21,1.1,si,pagos,fallo_cobro,5,no
CH0954,U0652,2023-11-15,chat,4,1.4,si,facturacion,emision_factura,4,no
CH0955,U0113,2023-03-11,chat,23,25.5,no,facturacion,factura_electronica_avanzada,2,no
CH0956,U0798,2023-01-27,chat,11,9.7,no,integraciones,api_externa,3,si
CH0957,U1575,2023-07-08,chat,8,1.7,si,facturacion,emision_factura,4,no
CH0958,U0472,2023-05-03,chat,9,1,si,pagos,actualizacion_tarjeta,4,no
CH0959,U1179,2024-02-18,chat,15,2.8,si,facturacion,errores_sat,1,no
CH0960,U1891,2023-02-21,chat,13,1.5,si,facturacion,errores_dian,5,no
CH0961,U1538,2024-02-09,chat,24,0.9,si,reportes,estado_resultados,3,no
CH0962,U0754,2023-06-04,chat,8,18.8,no,cuenta,cambio_plan,3,si
CH0963,U1417,2023-10-19,chat,5,1.4,si,configuracion,onboarding_general,3,no
CH0964,U1759,2024-02-24,chat,24,1.7,si,facturacion,errores_dian,4,no
CH0965,U1806,2023-12-28,chat,8,2.4,si,facturacion,errores_sat,3,no
CH0966,U1055,2024-01-22,chat,22,0.8,si,facturacion,errores_sat,4,no
CH0967,U1048,2023-12-04,chat,12,2.6,si,reportes,estado_resultados,5,no
CH0968,U0524,2023-11-02,chat,15,1.6,si,facturacion,errores_sat,5,no
CH0969,U0454,2023-06-27,chat,7,2,si,facturacion,descarga_xml,4,no
CH0970,U0014,2023-08-10,chat,11,1,si,integraciones,pasarela_pago,5,no
CH0971,U0157,2023-06-15,chat,10,1.3,si,cuenta,cambio_plan,3,no
CH0972,U0018,2023-08-20,chat,12,1.5,si,facturacion,emision_factura,3,no
CH0973,U1333,2023-05-18,chat,20,0.5,si,facturacion,descarga_xml,3,no
CH0974,U1288,2023-07-23,chat,8,13.9,no,facturacion,descarga_xml,1,si
CH0975,U0384,2023-07-27,chat,10,2.9,si,facturacion,descarga_xml,4,no
CH0976,U1044,2023-11-28,chat,17,1.6,si,reportes,flujo_caja,4,no
CH0977,U1290,2023-04-06,chat,14,1.5,si,facturacion,emision_factura,5,no
CH0978,U0477,2023-04-16,chat,9,2,si,configuracion,plan_cuentas,3,no
