user_id,nombre_empresa,segmento,pais,plan,monto_mensual_usd,fecha_registro,fecha_ultimo_pago,estado_cuenta,metodo_pago,fecha_retiro,tipo_retiro,motivo_principal,motivo_secundario,lo_reemplaza_con,nps_salida,comentario_libre,fecha_primer_login,configuracion_empresa_completa,empleados_cargados,plan_cuentas_configurado,primer_factura_emitida,dias_primer_factura,integracion_banco_conectada,facturas_emitidas_mes1,facturas_emitidas_mes3,reportes_generados_mes3,usuarios_adicionales,modulo_nomina_activo,modulo_inventario_activo,modulo_cxc_activo,login_ultimos_30_dias,sesiones_promedio_semana,chat_tickets,chat_no_resueltos,chat_reaperturas,chat_csat_prom,chat_tpr_prom,wa_tickets,wa_deriva_agente,wa_negativos,tel_llamadas,tel_escalados,tel_nps_prom,usa_soporte,soporte_tickets_total,friccion,canal_mas_usado
U0835,Taller Ortiz S.R.L.,Pyme,Panamá,Growth,35,2022-01-05,2023-09-14,suspendido,transferencia,,,,,,,,44566,no,no,no,si,6,no,8,11,2,1,no,si,si,si,1,1,0,0,3,24,1,0,1,1,0,4,1,3,1,chat
U0836,Boutique Rodríguez,Pyme,Panamá,Growth,35,2023-07-06,2024-02-23,activo,PSE,,,,,,,,45113,si,si,no,si,6,no,9,21,,2,no,no,si,si,3.3,1,0,0,5,17,0,0,0,0,0,,1,1,0,chat
U0837,Morales Pérez Auditoría,Contador,República Dominicana,Growth,35,2022-07-01,2023-09-03,inactivo,tarjeta,,,,,,,,44743,no,no,si,no,,no,1,5,3,2,no,no,no,no,1.1,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0838,Supermercado Torres & Hijos,Pyme,Costa Rica,Pro,49,2023-11-28,2023-06-24,suspendido,PSE,,,,,,,,45258,no,no,no,no,,no,0,1,0,6,si,si,no,si,0.3,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0839,Panadería García,Pyme,México,Starter,19,2022-10-15,2024-02-15,activo,transferencia,,,,,,,,44849,si,si,si,si,1,no,39,60,5,1,no,si,si,si,3.5,0,0,0,,,0,0,0,2,0,4,1,2,0,telefono
U0840,Ávila Medina Contadores,Contador,México,Enterprise,89,2023-08-06,2024-01-11,activo,transferencia,,,,,,,,45144,si,no,si,si,6,si,6,13,9,4,no,no,no,si,2.2,1,1,0,2,13,1,0,1,0,0,,1,2,1,chat
U0841,Jiménez Sánchez & Partners,Contador,México,Starter,19,2022-05-12,2024-01-09,activo,tarjeta,,,,,,,,44693,si,no,no,si,5,no,29,35,2,1,no,no,no,si,3.2,1,0,0,3,7,2,0,0,0,0,,1,3,0,whatsapp
U0842,Jiménez Ramírez Contadores,Contador,Colombia,Pro,49,2022-01-24,2023-12-21,cancelado,transferencia,,,,,,,,44585,si,si,no,si,17,si,10,13,1,6,no,no,no,si,0,1,0,0,5,23,0,0,0,1,0,5,1,2,0,chat
U0843,Transporte Cruz Express,Pyme,México,Pro,49,2023-10-19,2024-02-11,activo,tarjeta,,,,,,,,45218,si,no,si,si,3,no,10,14,5,6,si,no,si,si,1.7,1,0,0,5,4,0,0,0,1,0,4,1,2,0,chat
U0844,Panadería López,Pyme,Costa Rica,Growth,35,2023-01-06,2024-01-03,activo,PSE,,,,,,,,44932,si,si,si,si,3,no,36,88,1,1,no,si,si,si,3.2,0,0,0,,,1,1,0,1,0,3,1,2,1,whatsapp
U0845,Ferretería Sánchez Express,Pyme,México,Starter,19,2022-07-19,2024-02-26,activo,transferencia,,,,,,,,44761,si,no,si,si,2,no,39,91,1,1,no,si,no,si,3.7,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0846,Contabilidad Ortiz Auditoría,Contador,Panamá,Growth,35,2022-12-04,2024-02-10,activo,transferencia,,,,,,,,44899,si,si,si,si,8,no,12,18,13,2,no,no,si,si,7,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0847,Ramos Flores & Asociados,Contador,México,Pro,49,2022-12-09,2023-11-03,inactivo,tarjeta,,,,,,,,44904,si,si,si,si,3,si,4,5,1,5,no,no,no,no,1.2,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0848,Estudio Morales & Partners,Contador,México,Growth,35,2022-03-16,2024-02-09,activo,tarjeta,,,,,,,,44636,si,si,si,si,2,no,18,38,,1,no,no,no,si,5.9,2,0,0,5,22.5,1,1,1,1,0,4,1,4,1,chat
U0849,Importadora Hernández,Pyme,Ecuador,Pro,49,2023-01-22,2024-02-24,activo,transferencia,,,,,,,,44948,si,si,si,si,2,no,36,65,12,6,no,no,si,si,3.5,4,2,0,3.25,17.5,0,0,0,1,0,5,1,5,1,chat
U0850,Contabilidad Torres Auditoría,Contador,Colombia,Pro,49,2023-03-19,2024-02-13,activo,tarjeta,,,,,,,,45004,si,si,si,si,7,si,16,22,0,6,no,no,si,si,5.5,0,0,0,,,0,0,0,1,0,,1,1,0,telefono
U0851,Boutique Cruz S.R.L.,Pyme,México,Growth,35,2023-09-06,2023-09-03,inactivo,tarjeta,,,,,,,,45175,no,si,si,no,,no,0,2,3,1,no,si,si,no,0.6,0,0,0,,,2,1,1,0,0,,1,2,1,whatsapp
U0852,Distribuidora Rodríguez,Pyme,Costa Rica,Growth,35,2022-01-27,2024-01-22,activo,transferencia,,,,,,,,44588,si,no,si,si,8,no,4,5,8,2,no,no,si,si,6.2,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0853,Pérez Ortiz Contadores,Contador,México,Pro,49,2023-08-10,2024-02-02,activo,tarjeta,,,,,,,,45148,no,si,si,no,,no,0,5,10,1,si,no,si,si,6.3,0,0,0,,,2,2,0,1,0,3,1,3,1,whatsapp
U0854,Torres Díaz Fiscalistas,Contador,Colombia,Growth,35,2022-02-15,2024-01-20,activo,transferencia,,,,,,,,44607,no,si,si,si,3,no,16,25,0,2,no,no,no,si,4.4,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0855,Ferretería Jiménez & Cía,Pyme,México,Starter,19,2023-04-26,2024-01-22,activo,tarjeta,,,,,,,,45042,si,si,si,si,9,no,38,55,5,2,no,si,no,si,4.7,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0856,Panadería Pérez del Norte,Pyme,Colombia,Pro,49,2023-07-27,2023-12-18,inactivo,tarjeta,,,,,,,,45134,no,no,si,no,,si,0,5,2,3,si,no,si,no,1,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0857,Agropecuaria Flores Express,Pyme,México,Growth,35,2023-04-24,2024-01-22,activo,PSE,,,,,,,,45040,no,si,si,si,4,no,22,41,5,1,no,no,si,si,6.5,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0858,Panadería Sánchez,Pyme,Colombia,Pro,49,2022-02-13,2024-02-28,activo,tarjeta,,,,,,,,44605,si,si,si,si,10,si,15,21,7,1,no,no,no,si,3.5,0,0,0,,,1,1,1,0,0,,1,1,1,whatsapp
U0859,Tienda García,Pyme,México,Pro,49,2022-12-06,2023-12-06,inactivo,tarjeta,,,,,,,,44901,no,no,si,no,,si,2,2,0,4,si,no,no,no,0.6,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0860,Importadora Díaz,Pyme,Colombia,Starter,19,2022-10-25,2024-02-10,activo,transferencia,,,,,,,,44859,si,si,si,si,1,no,10,15,,1,no,no,si,si,2.9,1,0,0,4,24,0,0,0,0,0,,1,1,0,chat
U0861,Panadería González,Pyme,Colombia,Starter,19,2022-09-26,2024-01-22,activo,PSE,,,,,,,,44830,no,si,si,no,,no,2,1,12,1,no,no,si,si,2.1,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0862,Distribuidora Flores del Norte,Pyme,Colombia,Starter,19,2023-11-25,2024-02-11,activo,transferencia,,,,,,,,45255,si,no,si,si,7,no,7,9,5,1,no,si,no,si,5.4,2,0,0,3.5,15.5,1,0,0,0,0,,1,3,0,chat
U0863,Repuestos Martínez,Pyme,México,Starter,19,2022-06-25,2023-11-16,cancelado,PSE,2023-04-28,involuntario,disputa_bancaria,,ninguno,,,44737,no,si,si,si,13,no,11,,3,2,no,si,si,si,0,2,2,1,2.5,8,0,0,0,0,0,,1,2,1,chat
U0864,Pérez Sánchez & Asociados,Contador,Colombia,Growth,35,2023-06-30,2024-01-24,activo,tarjeta,,,,,,,,45107,si,no,si,si,1,no,15,24,8,2,no,no,no,si,3.4,1,0,0,5,4,0,0,0,0,0,,1,1,0,chat
U0865,Ávila Ramírez Consultores,Contador,México,Enterprise,89,2022-10-29,2023-11-23,inactivo,tarjeta,2023-06-30,involuntario,tarjeta_vencida,,ninguno,,,44863,no,no,si,si,8,si,4,10,1,2,si,no,si,no,0.9,1,0,0,1,22,0,0,0,0,0,,1,1,0,chat
U0866,Ávila Rojas & Asociados,Contador,Ecuador,Enterprise,89,2022-08-03,2024-02-20,activo,tarjeta,,,,,,,,44776,si,si,si,si,8,si,16,27,7,6,si,no,no,si,4.7,2,1,1,2,23.5,0,0,0,0,0,,1,2,1,chat
U0867,Transporte Díaz Express,Pyme,México,Pro,49,2023-06-06,2024-02-03,activo,tarjeta,,,,,,,,45083,si,si,no,si,10,no,4,9,2,3,no,no,no,si,5.9,1,1,1,1,5,0,0,0,0,0,,1,1,1,chat
U0868,Contabilidad Pérez Consultores,Contador,México,Growth,35,2023-02-15,2024-02-20,activo,transferencia,,,,,,,,44972,si,si,si,si,1,no,18,28,8,1,no,no,si,si,6.8,4,0,0,4,9,0,0,0,0,0,,1,4,0,chat
U0869,Asesoría Díaz Fiscalistas,Contador,México,Growth,35,2022-08-12,2024-02-26,activo,tarjeta,,,,,,,,44785,si,no,si,si,3,no,34,82,10,2,no,no,si,si,2.2,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0870,Boutique Jiménez Express,Pyme,Colombia,Starter,19,2023-04-01,2024-01-15,activo,transferencia,,,,,,,,45017,si,si,si,si,5,no,27,47,10,1,no,si,si,si,4.1,1,0,0,3,10,0,0,0,0,0,,1,1,0,chat
U0871,Boutique Sánchez,Pyme,México,Starter,19,2023-05-25,2024-01-25,activo,tarjeta,,,,,,,,45071,si,si,si,si,3,no,33,54,0,1,no,no,si,si,6.4,2,1,0,3,9,1,0,0,0,0,,1,3,1,chat
U0872,Farmacia Sánchez,Pyme,Panamá,Starter,19,2023-05-29,2024-02-11,activo,tarjeta,,,,,,,,45075,si,si,no,si,8,no,16,25,14,2,no,si,no,si,2.5,1,0,0,5,10,2,2,0,1,0,3,1,4,1,whatsapp
U0873,Comidas Rápidas Ramírez,Pyme,Colombia,Starter,19,2022-07-21,2024-01-17,activo,tarjeta,,,,,,,,44763,si,no,si,si,4,no,38,57,5,2,no,si,si,si,5.3,2,0,0,4.5,12.5,1,1,0,0,0,,1,3,1,chat
U0874,López Torres Fiscalistas,Contador,Colombia,Enterprise,89,2024-01-04,2024-02-28,activo,tarjeta,,,,,,,,45295,no,no,no,no,,si,0,5,9,3,no,no,si,si,5.6,1,0,0,3,22,0,0,0,4,0,4,1,5,0,telefono
U0875,Torres Hernández Auditoría,Contador,República Dominicana,Pro,49,2023-02-20,2023-09-04,inactivo,tarjeta,,,,,,,,44977,no,si,si,no,,si,1,4,,3,no,no,si,no,1.3,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0876,Boutique Morales,Pyme,Costa Rica,Starter,19,2022-08-28,2024-02-20,activo,transferencia,,,,,,,,44801,si,si,si,si,9,no,15,30,15,2,no,si,si,si,5.1,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0877,Constructora García,Pyme,República Dominicana,Growth,35,2023-12-16,2024-01-29,activo,tarjeta,,,,,,,,45276,si,si,si,si,1,no,11,19,10,2,no,si,si,si,6.1,0,0,0,,,1,0,0,1,0,4,1,2,0,whatsapp
U0878,Transporte Sánchez,Pyme,Colombia,Pro,49,2022-01-10,2024-02-12,activo,PSE,,,,,,,,44571,si,si,si,si,2,si,32,78,,6,si,no,si,si,2.1,0,0,0,,,0,0,0,2,0,3,1,2,0,telefono
U0879,López López Consultores,Contador,México,Pro,49,2023-07-05,2024-02-07,activo,tarjeta,,,,,,,,45112,si,no,si,si,5,no,8,20,,5,no,no,si,si,2.4,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0880,Clínica Pérez S.A.,Pyme,Ecuador,Starter,19,2023-10-07,2024-01-25,inactivo,PSE,,,,,,,,45206,si,si,no,si,17,no,11,25,2,1,no,no,si,no,1.5,1,0,0,3,14,0,0,0,0,0,,1,1,0,chat
U0881,Distribuidora González,Pyme,Colombia,Starter,19,2023-08-07,2023-11-24,cancelado,PSE,,,,,,,,45145,no,si,si,no,,no,0,3,4,1,no,si,no,no,0,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0882,Clínica Torres,Pyme,Colombia,Growth,35,2023-05-16,2024-01-13,activo,tarjeta,,,,,,,,45062,si,si,si,si,9,no,4,8,5,2,no,no,si,si,1.8,1,0,0,3,9,0,0,0,0,0,,1,1,0,chat
U0883,Repuestos Cruz,Pyme,México,Growth,35,2023-01-13,2024-01-11,activo,tarjeta,,,,,,,,44939,si,si,si,si,3,no,37,65,6,1,no,si,si,si,3.5,1,0,0,5,23,1,1,1,0,0,,1,2,1,chat
U0884,Asesoría Pérez Fiscalistas,Contador,Colombia,Pro,49,2022-03-12,2024-02-27,activo,PSE,,,,,,,,44632,no,si,si,no,,no,0,5,0,2,si,no,si,si,1.6,0,0,0,,,2,0,0,0,0,,1,2,0,whatsapp
U0885,Constructora Morales,Pyme,Costa Rica,Growth,35,2023-09-11,2024-01-20,activo,transferencia,,,,,,,,45180,si,si,si,si,8,no,5,11,15,1,no,no,si,si,5.5,0,0,0,,,0,0,0,1,0,3,1,1,0,telefono
U0886,Repuestos Medina Express,Pyme,Colombia,Starter,19,2023-02-13,2024-01-16,activo,tarjeta,,,,,,,,44970,si,si,si,si,10,no,17,24,15,1,no,si,si,si,4.3,1,0,0,4,3,0,0,0,1,0,4,1,2,0,chat
U0887,Importadora Torres,Pyme,Colombia,Starter,19,2023-10-24,2023-11-27,suspendido,PSE,2023-11-01,voluntario,soporte_deficiente,precio_alto,no_sabe,4,"cerré la empresa, no es problema de Alegra",45223,no,no,no,no,,no,1,2,4,2,no,si,no,no,0.2,0,0,0,,,0,0,0,1,1,,1,1,1,telefono
U0888,Ávila González Contadores,Contador,República Dominicana,Pro,49,2022-07-03,2023-09-26,suspendido,tarjeta,,,,,,,,44745,no,no,si,no,,no,1,1,3,3,si,no,no,no,0.3,1,0,0,5,18,0,0,0,1,1,1,1,2,1,chat
U0889,Farmacia Martínez & Cía,Pyme,México,Pro,49,2022-09-03,2024-01-12,suspendido,transferencia,,,,,,,,44807,no,si,no,no,,no,0,1,2,2,si,no,no,no,1,2,0,0,3,11,0,0,0,0,0,,1,2,0,chat
U0890,Estudio Jiménez Fiscalistas,Contador,Panamá,Pro,49,2023-07-21,2024-01-24,activo,tarjeta,,,,,,,,45128,si,no,no,si,7,si,19,31,11,2,no,no,si,si,5.4,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0891,Supermercado Morales,Pyme,Colombia,Starter,19,2022-02-15,2024-01-05,activo,transferencia,,,,,,,,44607,no,si,si,no,,no,0,5,12,1,no,no,no,si,5.1,4,1,1,3.75,14.5,2,1,0,0,0,,1,6,1,chat
U0892,Morales Morales Auditoría,Contador,Panamá,Growth,35,2022-01-11,2024-02-15,activo,PSE,,,,,,,,44572,si,si,si,si,2,no,11,18,6,1,no,no,no,si,5.9,0,0,0,,,0,0,0,2,0,3.5,1,2,0,telefono
U0893,Farmacia González,Pyme,Colombia,Growth,35,2024-01-01,2023-03-13,cancelado,tarjeta,,,,,,,,45292,si,si,no,si,14,no,12,29,1,2,no,no,si,no,0,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0894,Importadora García & Hijos,Pyme,Colombia,Starter,19,2023-07-02,2024-01-11,activo,tarjeta,,,,,,,,45109,si,si,si,si,9,no,17,31,7,1,no,no,si,si,2.6,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0895,Comidas Rápidas Jiménez & Cía,Pyme,Colombia,Growth,35,2023-11-23,2024-01-29,activo,transferencia,,,,,,,,45253,no,si,si,no,,no,2,5,,2,no,no,no,si,6.6,2,0,0,4.5,18.5,0,0,0,0,0,,1,2,0,chat
U0896,Pérez Pérez Consultores,Contador,Colombia,Pro,49,2023-03-31,2024-01-01,activo,tarjeta,,,,,,,,45016,no,si,no,si,4,si,15,31,6,3,no,no,si,si,2,2,0,0,3.5,19.5,0,0,0,0,0,,1,2,0,chat
U0897,Panadería Martínez,Pyme,Colombia,Starter,19,2023-03-08,2024-01-01,activo,tarjeta,,,,,,,,44993,si,si,si,si,1,no,20,36,,2,no,si,si,si,2.1,1,1,1,3,15,1,0,1,0,0,,1,2,1,chat
U0898,Estudio Flores Fiscalistas,Contador,República Dominicana,Pro,49,2022-06-21,2024-01-03,activo,tarjeta,,,,,,,,44733,si,si,si,si,1,si,27,43,11,6,si,no,no,si,3.5,0,0,0,,,0,0,0,1,0,4,1,1,0,telefono
U0899,Panadería Rodríguez,Pyme,Colombia,Starter,19,2023-07-09,2024-01-28,activo,tarjeta,,,,,,,,45116,si,si,si,si,10,no,13,23,0,1,no,si,si,si,5.1,0,0,0,,,2,2,0,1,0,3,1,3,1,whatsapp
U0900,Comidas Rápidas Ramírez del Norte,Pyme,México,Starter,19,2023-02-03,2024-01-15,activo,tarjeta,,,,,,,,44960,si,si,si,si,6,no,16,25,4,1,no,si,si,si,2.7,3,1,1,3.666666667,13,0,0,0,0,0,,1,3,1,chat
U0901,Importadora Medina,Pyme,Panamá,Growth,35,2023-09-06,2024-01-07,activo,transferencia,,,,,,,,45175,si,si,si,si,9,no,16,33,2,1,no,no,no,si,4.3,0,0,0,,,0,0,0,1,1,3,1,1,1,telefono
U0902,García Hernández Fiscalistas,Contador,México,Enterprise,89,2023-12-15,2024-02-29,activo,OXXO,,,,,,,,45275,si,si,si,si,6,si,8,17,0,1,no,no,si,si,6.5,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0903,Repuestos Medina,Pyme,República Dominicana,Growth,35,2023-11-14,2024-01-22,activo,tarjeta,,,,,,,,45244,si,si,si,si,1,no,28,57,7,2,no,no,no,si,3.1,2,0,0,4.5,10,0,0,0,0,0,,1,2,0,chat
U0904,Importadora Rodríguez,Pyme,Costa Rica,Growth,35,2023-12-23,2023-04-30,cancelado,tarjeta,2023-03-15,voluntario,soporte_deficiente,funcionalidades_insuficientes,ninguno,5,mis clientes usan otro sistema y quería compatibilidad,45283,no,no,no,si,19,no,8,,0,1,no,no,no,no,0,2,2,1,2,23,0,0,0,0,0,,1,2,1,chat
U0905,Asesoría Reyes Consultores,Contador,República Dominicana,Pro,49,2022-03-03,2024-02-01,activo,tarjeta,,,,,,,,44623,si,no,si,si,10,si,18,43,14,5,si,no,si,si,4.8,1,0,0,3,10,0,0,0,0,0,,1,1,0,chat
U0906,Morales López & Partners,Contador,Colombia,Pro,49,2023-03-31,2024-01-22,activo,tarjeta,,,,,,,,45016,si,si,si,si,1,no,39,64,9,4,si,no,si,si,2.6,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0907,Ramos Pérez & Partners,Contador,México,Pro,49,2022-01-25,2024-02-16,activo,tarjeta,,,,,,,,44586,si,si,si,si,1,no,8,10,4,4,si,no,si,si,3.6,2,1,1,3,12,0,0,0,0,0,,1,2,1,chat
U0908,Clínica Jiménez,Pyme,Panamá,Enterprise,89,2023-12-05,2024-01-15,activo,transferencia,,,,,,,,45265,si,si,si,si,7,si,32,47,5,6,no,si,si,si,4.6,1,0,0,5,5,1,0,0,0,0,,1,2,0,chat
U0909,Tienda Pérez,Pyme,Colombia,Pro,49,2022-03-13,2023-01-27,cancelado,transferencia,,,,,,,,44633,no,no,si,si,4,no,3,6,2,4,no,si,no,no,0,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0910,Boutique Torres,Pyme,México,Pro,49,2022-07-29,2024-01-06,activo,tarjeta,,,,,,,,44771,si,si,si,si,8,si,38,89,6,5,no,no,si,si,2,0,0,0,,,1,1,1,0,0,,1,1,1,whatsapp
U0911,Panadería Ramírez Express,Pyme,México,Growth,35,2022-11-07,2024-01-29,activo,OXXO,,,,,,,,44872,si,si,si,si,10,no,4,8,,2,no,no,si,si,5.4,0,0,0,,,1,1,1,0,0,,1,1,1,whatsapp
U0912,Taller Cruz Plus,Pyme,Ecuador,Starter,19,2022-06-21,2024-01-28,activo,tarjeta,,,,,,,,44733,si,si,si,si,1,no,21,35,15,2,no,no,si,si,6.1,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0913,Asesoría Vargas Contadores,Contador,México,Pro,49,2023-03-14,2023-11-16,inactivo,transferencia,,,,,,,,44999,no,no,no,no,,no,1,4,0,6,no,no,no,no,1,0,0,0,,,1,1,1,0,0,,1,1,1,whatsapp
U0914,Transporte Hernández & Hijos,Pyme,México,Starter,19,2022-10-18,2024-02-08,activo,tarjeta,,,,,,,,44852,si,si,si,si,9,no,15,27,9,2,no,no,si,si,5.6,2,0,0,3,5,0,0,0,0,0,,1,2,0,chat
U0915,Repuestos Cruz & Cía,Pyme,Colombia,Starter,19,2023-05-28,2024-01-24,activo,tarjeta,,,,,,,,45074,si,si,si,si,5,no,25,31,12,1,no,no,si,si,5.6,1,0,0,5,6,0,0,0,0,0,,1,1,0,chat
U0916,Repuestos Rodríguez,Pyme,México,Growth,35,2023-08-26,2024-02-26,activo,tarjeta,,,,,,,,45164,no,no,si,no,,no,2,5,12,1,no,no,no,si,5.8,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0917,Constructora Ortiz del Norte,Pyme,Colombia,Growth,35,2022-09-19,2024-02-18,activo,transferencia,,,,,,,,44823,si,si,si,si,6,no,14,35,5,2,no,no,si,si,4.3,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0918,Morales García Contadores,Contador,Costa Rica,Enterprise,89,2022-09-10,2024-01-03,activo,OXXO,,,,,,,,44814,no,si,no,si,5,si,21,36,0,5,si,no,no,si,3.7,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0919,Ávila González & Asociados,Contador,Colombia,Pro,49,2023-11-29,2024-01-16,activo,transferencia,,,,,,,,45259,si,si,si,si,10,no,8,14,5,3,no,no,si,si,5.5,1,0,0,5,9,0,0,0,0,0,,1,1,0,chat
U0920,Distribuidora Jiménez Express,Pyme,Colombia,Growth,35,2023-01-29,2024-02-07,activo,OXXO,,,,,,,,44955,si,si,si,si,6,no,38,85,2,1,no,no,si,si,2.2,0,0,0,,,1,0,1,0,0,,1,1,1,whatsapp
U0921,Agropecuaria Torres Plus,Pyme,México,Growth,35,2023-05-28,2023-12-04,cancelado,PSE,,,,,,,,45074,no,no,no,si,18,no,9,19,,1,no,no,no,no,0,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0922,Asesoría Ramírez Contadores,Contador,Costa Rica,Starter,19,2023-10-14,2024-02-21,activo,tarjeta,,,,,,,,45213,si,si,si,si,4,no,36,44,,2,no,no,si,si,6.2,2,0,0,3,18.5,0,0,0,1,0,3,1,3,0,chat
U0923,Distribuidora Cruz & Cía,Pyme,Costa Rica,Growth,35,2022-01-07,2023-09-09,cancelado,tarjeta,,,,,,,,44568,no,no,si,no,,no,1,5,0,1,no,no,no,si,0,1,0,0,5,8,1,0,0,0,0,,1,2,0,chat
U0924,Constructora Rodríguez,Pyme,México,Starter,19,2022-07-10,2024-01-13,activo,tarjeta,,,,,,,,44752,si,si,si,si,10,no,17,39,13,1,no,no,si,si,4.2,0,0,0,,,1,0,0,2,2,1,1,3,1,telefono
U0925,Medina Cruz Auditoría,Contador,Colombia,Starter,19,2022-07-07,2023-10-20,inactivo,tarjeta,,,,,,,,44749,no,no,si,no,,no,0,4,1,2,no,no,no,si,1.1,1,1,0,1,8,1,0,0,0,0,,1,2,1,chat
U0926,Hernández Martínez Fiscalistas,Contador,México,Enterprise,89,2022-06-20,2024-01-06,activo,tarjeta,,,,,,,,44732,si,no,si,si,4,no,11,14,6,3,no,no,no,si,4.6,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0927,Ferretería Medina S.A.,Pyme,Colombia,Growth,35,2022-04-14,2024-01-18,activo,transferencia,,,,,,,,44665,si,si,si,si,1,no,16,29,2,2,no,no,si,si,3.4,2,0,0,3.5,12.5,0,0,0,0,0,,1,2,0,chat
U0928,Boutique Ortiz S.R.L.,Pyme,México,Starter,19,2023-09-10,2024-02-18,activo,tarjeta,,,,,,,,45179,si,si,si,si,7,no,28,37,5,1,no,si,si,si,6.5,2,1,1,2,7,1,0,0,0,0,,1,3,1,chat
U0929,Clínica Rojas,Pyme,México,Pro,49,2022-11-19,2023-12-02,inactivo,transferencia,,,,,,,,44884,si,no,si,si,3,no,10,21,,5,no,si,no,no,0.3,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0930,Tienda García Plus,Pyme,Colombia,Starter,19,2023-04-13,2023-12-31,suspendido,PSE,2024-02-27,voluntario,precio_alto,,ninguno,1,el módulo de nómina no cubría mis necesidades,45029,si,si,si,si,8,no,12,,1,1,no,no,no,si,1.2,3,3,3,1.666666667,12,0,0,0,0,0,,1,3,1,chat
U0931,Comidas Rápidas Ortiz & Cía,Pyme,Ecuador,Pro,49,2022-09-12,2024-02-09,activo,transferencia,,,,,,,,44816,si,si,no,si,3,no,21,47,10,5,si,no,si,si,6.2,1,0,0,3,10,2,1,2,0,0,,1,3,1,whatsapp
U0932,Importadora Flores & Hijos,Pyme,Ecuador,Enterprise,89,2022-11-26,2024-01-24,activo,PSE,,,,,,,,44891,no,no,si,si,2,si,28,65,1,3,no,no,no,si,5.6,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0933,Medina Ortiz Contadores,Contador,México,Pro,49,2022-03-25,2024-03-01,activo,OXXO,,,,,,,,44645,si,si,no,si,2,si,20,44,0,6,si,no,si,si,1.7,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0934,Torres Medina Contadores,Contador,Panamá,Pro,49,2022-10-28,2024-02-15,activo,tarjeta,,,,,,,,44862,si,no,si,si,2,no,38,87,8,3,no,no,si,si,3.4,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0935,Boutique González S.A.,Pyme,Colombia,Pro,49,2022-11-05,2024-01-19,inactivo,OXXO,,,,,,,,44870,si,no,si,si,11,si,11,14,1,4,no,no,no,no,1,1,0,0,3,22,1,1,0,0,0,,1,2,1,chat
U0936,Distribuidora Cruz S.A.,Pyme,México,Starter,19,2022-06-24,2024-02-12,activo,transferencia,,,,,,,,44736,si,si,si,si,1,no,34,52,,1,no,si,si,si,3.1,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0937,Repuestos Rodríguez S.R.L.,Pyme,Panamá,Pro,49,2022-10-15,2024-01-17,activo,transferencia,,,,,,,,44849,si,si,si,si,8,si,14,23,6,6,no,no,si,si,4.8,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0938,Estudio Flores Auditoría,Contador,México,Pro,49,2022-12-07,2023-12-14,suspendido,OXXO,,,,,,,,44902,si,si,no,si,4,no,7,13,4,4,no,no,si,no,0.6,2,0,0,4,10.5,0,0,0,2,1,5,1,4,1,chat
U0939,Pérez Sánchez Consultores,Contador,Costa Rica,Pro,49,2023-11-01,2024-02-05,activo,OXXO,,,,,,,,45231,si,si,no,si,7,no,31,76,2,4,no,no,si,si,4.5,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
