user_id,nombre_empresa,segmento,pais,plan,monto_mensual_usd,fecha_registro,fecha_ultimo_pago,estado_cuenta,metodo_pago,user_id,fecha_retiro,tipo_retiro,motivo_principal,motivo_secundario,lo_reemplaza_con,nps_salida,comentario_libre,user_id,fecha_primer_login,configuracion_empresa_completa,empleados_cargados,plan_cuentas_configurado,primer_factura_emitida,dias_primer_factura,integracion_banco_conectada,facturas_emitidas_mes1,facturas_emitidas_mes3,reportes_generados_mes3,usuarios_adicionales,modulo_nomina_activo,modulo_inventario_activo,modulo_cxc_activo,login_ultimos_30_dias,sesiones_promedio_semana
U1097,Torres Sánchez & Partners,Contador,República Dominicana,Enterprise,89,2023-02-28,2024-02-12,activo,tarjeta,,,,,,,,,U1097,44985,si,si,no,si,9,si,5,11,15,3,si,no,si,si,5.5
U1098,Taller Martínez,Pyme,México,Starter,19,2023-05-10,2024-01-17,activo,transferencia,,,,,,,,,U1098,45056,si,si,si,si,10,no,37,68,13,2,no,no,si,si,5.4
U1099,Contabilidad Pérez & Asociados,Contador,Colombia,Pro,49,2022-07-30,2024-01-05,activo,OXXO,,,,,,,,,U1099,44772,si,si,si,si,2,no,24,34,9,1,no,no,si,si,5.3
U1100,López Jiménez & Partners,Contador,México,Growth,35,2023-05-15,2024-01-14,activo,PSE,,,,,,,,,U1100,45061,si,si,no,si,10,no,34,84,4,2,no,no,si,si,2.3
U1101,Medina Hernández Consultores,Contador,República Dominicana,Growth,35,2023-04-10,2024-02-24,activo,tarjeta,,,,,,,,,U1101,45026,si,si,si,si,2,no,30,65,6,2,no,no,si,si,3.9
U1102,Estudio Ramírez Auditoría,Contador,México,Pro,49,2023-09-28,2024-02-19,activo,tarjeta,,,,,,,,,U1102,45197,si,si,si,si,10,si,14,21,3,2,si,no,si,si,2.5
U1103,Taller Rodríguez,Pyme,Colombia,Pro,49,2023-10-26,2024-01-30,activo,PSE,,,,,,,,,U1103,45225,si,no,si,si,3,si,32,61,13,4,si,si,no,si,2.5
U1104,Medina Vargas & Asociados,Contador,Colombia,Starter,19,2023-11-09,2024-01-23,activo,tarjeta,,,,,,,,,U1104,45239,si,si,si,si,4,no,8,15,11,1,no,no,si,si,5.5
U1105,Transporte Rodríguez,Pyme,Colombia,Starter,19,2023-03-18,2024-01-04,activo,tarjeta,,,,,,,,,U1105,45003,si,si,si,si,4,no,23,35,14,2,no,no,si,si,6.2
U1106,Agropecuaria Ortiz S.A.,Pyme,Panamá,Starter,19,2022-07-13,2024-02-08,activo,tarjeta,,,,,,,,,U1106,44755,si,si,si,si,9,no,38,91,9,2,no,no,no,si,3.6
U1107,Hernández Sánchez & Asociados,Contador,Costa Rica,Enterprise,89,2022-08-13,2024-02-27,activo,tarjeta,,,,,,,,,U1107,44786,si,si,no,si,2,no,3,7,,3,no,no,si,si,3
U1108,Panadería Ramírez,Pyme,Colombia,Pro,49,2023-12-18,2024-01-26,activo,tarjeta,,,,,,,,,U1108,45278,si,si,si,si,6,no,15,32,10,3,no,si,no,si,5.3
U1109,Tienda Jiménez S.R.L.,Pyme,Colombia,Growth,35,2023-12-24,2024-02-16,activo,tarjeta,,,,,,,,,U1109,45284,no,si,si,si,10,no,29,54,,1,no,si,si,si,3.9
U1110,Tienda Flores & Hijos,Pyme,Colombia,Pro,49,2022-09-02,2024-02-13,activo,tarjeta,,,,,,,,,U1110,44806,si,si,si,si,6,si,19,24,7,2,no,no,si,si,5.4
U1111,Asesoría García & Partners,Contador,Costa Rica,Pro,49,2022-01-22,2024-01-17,activo,PSE,,,,,,,,,U1111,44583,si,si,si,si,1,si,15,35,5,5,no,no,si,si,3.9
U1112,Agropecuaria Torres S.R.L.,Pyme,México,Starter,19,2022-09-11,2024-01-03,activo,PSE,,,,,,,,,U1112,44815,si,si,si,si,10,no,17,28,9,2,no,si,si,si,2.2
U1113,Boutique Díaz del Norte,Pyme,República Dominicana,Pro,49,2022-04-13,2024-02-17,activo,tarjeta,,,,,,,,,U1113,44664,si,si,si,si,10,si,34,80,,3,no,si,no,si,6.9
U1114,López Rojas Auditoría,Contador,Colombia,Pro,49,2022-12-28,2024-01-22,activo,PSE,,,,,,,,,U1114,44923,si,si,si,si,3,si,6,14,10,5,si,no,si,si,1.6
U1115,Supermercado Hernández,Pyme,Costa Rica,Growth,35,2022-01-22,2024-01-27,activo,PSE,,,,,,,,,U1115,44583,si,si,no,si,1,no,18,38,9,2,no,si,si,si,6.5
U1116,Repuestos Reyes del Norte,Pyme,México,Growth,35,2023-03-18,2024-02-17,activo,tarjeta,,,,,,,,,U1116,45003,no,si,si,no,,no,0,4,2,1,no,no,si,si,1.8
U1117,Medina Díaz Fiscalistas,Contador,Costa Rica,Enterprise,89,2023-04-06,2023-09-27,cancelado,tarjeta,,,,,,,,,U1117,45022,si,no,no,si,7,no,4,6,4,1,no,no,no,no,0
U1118,Transporte Rojas,Pyme,México,Enterprise,89,2022-11-13,2024-02-07,activo,tarjeta,,,,,,,,,U1118,44878,si,si,si,si,4,si,11,15,13,1,si,no,si,si,1.9
U1119,Ávila Hernández Auditoría,Contador,México,Pro,49,2022-12-22,2024-01-01,activo,tarjeta,,,,,,,,,U1119,44917,si,no,no,si,6,si,32,62,,4,si,no,si,si,5.3
U1120,Estudio Torres & Asociados,Contador,México,Growth,35,2023-07-26,2024-01-20,activo,tarjeta,,,,,,,,,U1120,45133,no,no,si,no,,no,2,3,4,2,no,no,si,si,5.8
U1121,Transporte García,Pyme,Colombia,Pro,49,2022-05-07,2024-01-20,activo,tarjeta,,,,,,,,,U1121,44688,si,si,si,si,9,si,38,70,14,4,si,si,si,si,2.7
U1122,Distribuidora Ramírez,Pyme,Panamá,Pro,49,2023-05-30,2024-02-19,activo,transferencia,,,,,,,,,U1122,45076,si,si,no,si,4,si,8,15,7,6,no,no,no,si,4.1
U1123,Ramos Reyes Auditoría,Contador,México,Enterprise,89,2022-10-25,2024-01-31,activo,OXXO,,,,,,,,,U1123,44859,no,si,si,si,9,si,35,79,2,4,si,no,no,si,2.1
U1124,Supermercado Flores & Hijos,Pyme,Panamá,Pro,49,2022-11-06,2024-01-12,activo,transferencia,,,,,,,,,U1124,44871,si,si,si,si,10,si,22,47,1,6,si,no,si,si,3.3
U1125,Jiménez Morales & Partners,Contador,Colombia,Growth,35,2023-07-22,2024-01-20,activo,tarjeta,,,,,,,,,U1125,45129,si,no,si,si,9,no,23,35,12,1,no,no,si,si,3
U1126,Constructora Díaz,Pyme,República Dominicana,Pro,49,2022-04-09,2024-01-29,activo,transferencia,,,,,,,,,U1126,44660,si,no,si,si,3,si,39,63,0,2,no,si,si,si,1.5
U1127,Importadora Hernández del Norte,Pyme,México,Growth,35,2022-01-29,2023-12-14,suspendido,tarjeta,,,,,,,,,U1127,44590,si,si,si,si,3,no,8,12,4,1,no,no,si,no,1
U1128,Contabilidad Reyes Consultores,Contador,México,Growth,35,2023-09-28,2024-02-06,activo,PSE,,,,,,,,,U1128,45197,si,si,si,si,5,no,21,51,1,2,no,no,si,si,5.3
U1129,Farmacia Rodríguez,Pyme,Colombia,Pro,49,2023-06-15,2024-01-04,activo,tarjeta,,,,,,,,,U1129,45092,si,si,si,si,10,si,13,26,4,1,si,no,no,si,5.8
U1130,Taller López S.R.L.,Pyme,Colombia,Growth,35,2022-12-06,2023-10-28,suspendido,transferencia,,,,,,,,,U1130,44901,si,no,no,si,20,no,7,13,0,1,no,no,no,no,1
U1131,Farmacia García S.R.L.,Pyme,Costa Rica,Growth,35,2022-08-17,2023-07-10,suspendido,tarjeta,,,,,,,,,U1131,44790,no,no,si,si,1,no,7,13,3,2,no,no,no,si,0.3
U1132,Salinas García & Partners,Contador,Colombia,Starter,19,2023-09-11,2023-08-03,suspendido,tarjeta,U1132,2023-12-25,voluntario,funcionalidades_insuficientes,,Siigo,3,la integración bancaria nunca funcionó,U1132,45180,no,si,si,si,9,no,12,,,1,no,no,si,no,0.8
U1133,Comidas Rápidas Vargas,Pyme,Colombia,Starter,19,2023-02-19,2024-01-12,activo,PSE,,,,,,,,,U1133,44976,no,no,si,no,,no,2,2,9,1,no,no,no,si,6.1
U1134,Asesoría Sánchez Consultores,Contador,México,Pro,49,2022-05-07,2024-02-10,activo,tarjeta,,,,,,,,,U1134,44688,si,si,si,si,10,si,19,38,1,6,si,no,no,si,6.8
U1135,Agropecuaria Ortiz,Pyme,Costa Rica,Starter,19,2023-05-07,2024-02-12,activo,tarjeta,,,,,,,,,U1135,45053,si,no,si,si,10,no,35,84,4,1,no,no,no,si,6.2
U1136,Farmacia Morales,Pyme,México,Pro,49,2023-04-21,2024-01-28,activo,tarjeta,,,,,,,,,U1136,45037,no,si,si,si,9,si,21,32,,3,si,si,si,si,2
U1137,Transporte Hernández,Pyme,México,Starter,19,2023-10-29,2023-06-11,suspendido,PSE,,,,,,,,,U1137,45228,si,no,no,si,3,no,10,13,1,2,no,no,si,no,1.3
U1138,Morales Jiménez Auditoría,Contador,Colombia,Enterprise,89,2023-01-02,2024-02-25,activo,tarjeta,,,,,,,,,U1138,44928,si,si,no,si,6,no,11,18,4,1,si,no,no,si,5
U1139,Comidas Rápidas Hernández,Pyme,Colombia,Starter,19,2023-11-03,2024-01-22,activo,tarjeta,,,,,,,,,U1139,45233,no,si,si,no,,no,0,3,0,1,no,si,si,si,2.6
U1140,Asesoría Medina Contadores,Contador,Colombia,Growth,35,2023-10-23,2024-01-31,activo,transferencia,,,,,,,,,U1140,45222,si,si,no,si,2,no,22,34,13,2,no,no,si,si,6.7
U1141,Morales Medina & Partners,Contador,República Dominicana,Pro,49,2022-05-13,2024-02-07,activo,OXXO,,,,,,,,,U1141,44694,si,si,si,si,5,si,23,51,3,4,no,no,si,si,5.2
U1142,Medina Ortiz Fiscalistas,Contador,Colombia,Starter,19,2022-06-12,2024-02-12,activo,tarjeta,,,,,,,,,U1142,44724,si,si,si,si,3,no,29,65,2,2,no,no,no,si,3.9
U1143,Medina Reyes Auditoría,Contador,Ecuador,Pro,49,2022-08-31,2024-02-26,activo,tarjeta,,,,,,,,,U1143,44804,si,si,si,si,3,si,11,23,,1,no,no,si,si,6
U1144,Morales Rojas Contadores,Contador,Colombia,Growth,35,2022-02-08,2023-09-19,inactivo,tarjeta,,,,,,,,,U1144,44600,si,si,no,si,7,no,5,7,4,1,no,no,si,no,1.1
U1145,Jiménez Vargas Consultores,Contador,Panamá,Growth,35,2023-12-17,2024-01-09,activo,OXXO,,,,,,,,,U1145,45277,si,si,si,si,3,no,35,66,,2,no,no,no,si,6.3
U1146,Constructora Pérez,Pyme,México,Growth,35,2022-08-19,2024-01-11,activo,tarjeta,,,,,,,,,U1146,44792,si,si,si,si,8,no,16,27,9,2,no,no,si,si,4.1
U1147,Clínica Medina S.A.,Pyme,Ecuador,Starter,19,2022-02-04,2023-09-02,inactivo,tarjeta,,,,,,,,,U1147,44596,no,no,si,si,13,no,7,16,,2,no,no,no,no,0.6
U1148,Agropecuaria Ortiz del Norte,Pyme,Costa Rica,Enterprise,89,2023-10-20,2024-01-13,activo,PSE,,,,,,,,,U1148,45219,si,si,no,si,5,si,11,27,14,3,si,no,si,si,5.8
U1149,Estudio Medina & Asociados,Contador,México,Growth,35,2022-03-10,2024-02-10,activo,tarjeta,,,,,,,,,U1149,44630,si,si,si,si,5,no,27,33,3,1,no,no,si,si,2.9
U1150,Ferretería Sánchez del Norte,Pyme,México,Starter,19,2023-05-26,2024-02-08,activo,tarjeta,,,,,,,,,U1150,45072,si,si,si,si,6,no,15,30,,2,no,no,si,si,4.9
U1151,Jiménez Sánchez & Partners,Contador,Colombia,Pro,49,2022-03-11,2023-08-13,suspendido,tarjeta,,,,,,,,,U1151,44631,si,no,si,si,9,no,10,19,3,3,si,no,si,no,0.8
U1152,Salinas Ramírez Contadores,Contador,México,Growth,35,2022-02-28,2024-02-27,activo,tarjeta,,,,,,,,,U1152,44620,si,si,si,si,4,no,11,19,7,2,no,no,no,si,5
U1153,Taller Flores & Cía,Pyme,Colombia,Starter,19,2022-12-09,2023-07-23,suspendido,tarjeta,,,,,,,,,U1153,44904,no,no,si,no,,no,1,4,4,1,no,no,si,no,1.4
U1154,Morales Martínez Auditoría,Contador,Colombia,Pro,49,2023-08-01,2023-12-13,suspendido,PSE,,,,,,,,,U1154,45139,no,si,no,no,,no,2,2,4,4,si,no,si,no,1.1
U1155,Ferretería Rodríguez,Pyme,México,Starter,19,2023-07-19,2024-01-09,activo,tarjeta,,,,,,,,,U1155,45126,si,si,si,si,3,no,31,67,7,1,no,si,no,si,1.6
U1156,Ferretería García Plus,Pyme,Costa Rica,Growth,35,2022-11-07,2023-10-29,inactivo,tarjeta,U1156,2024-01-09,voluntario,cambio_de_negocio,precio_alto,ninguno,3,migré a Siigo porque mi contador lo usa,U1156,44872,no,si,no,no,,no,0,0,3,2,no,si,si,no,0.2
U1157,Clínica Reyes Express,Pyme,México,Starter,19,2023-12-02,2024-02-05,activo,tarjeta,,,,,,,,,U1157,45262,si,si,si,si,2,no,8,11,12,1,no,si,si,si,3.4
U1158,Morales Cruz & Asociados,Contador,México,Growth,35,2022-05-01,2023-09-03,suspendido,tarjeta,,,,,,,,,U1158,44682,si,si,si,si,18,no,12,17,3,2,no,no,no,no,0.6
U1159,Constructora Medina,Pyme,Colombia,Starter,19,2023-02-27,2024-02-26,activo,PSE,,,,,,,,,U1159,44984,si,si,si,si,3,no,31,69,13,2,no,no,si,si,3.3
U1160,Hernández López Fiscalistas,Contador,Panamá,Growth,35,2022-02-28,2024-01-09,activo,tarjeta,,,,,,,,,U1160,44620,si,si,si,si,8,no,15,32,4,1,no,no,si,si,5.7
U1161,Distribuidora Martínez,Pyme,Costa Rica,Starter,19,2022-10-27,2024-01-26,activo,tarjeta,,,,,,,,,U1161,44861,si,no,si,si,2,no,5,6,,2,no,si,no,si,2.6
U1162,Morales Vargas Fiscalistas,Contador,Colombia,Pro,49,2023-01-01,2023-09-22,suspendido,transferencia,U1162,2023-06-07,voluntario,soporte_deficiente,,Contpaqi,2,,U1162,44927,si,no,si,si,17,no,12,,3,3,no,no,no,no,0.6
U1163,Morales Cruz Contadores,Contador,Colombia,Enterprise,89,2022-11-23,2024-02-02,activo,tarjeta,,,,,,,,,U1163,44888,si,si,si,si,1,si,38,55,14,6,si,no,si,si,1.8
U1164,García Vargas Consultores,Contador,México,Starter,19,2022-05-21,2024-01-12,inactivo,tarjeta,U1164,2023-12-04,voluntario,cambio_de_negocio,,ninguno,1,"el soporte tardaba días en responder, perdí la paciencia",U1164,44702,si,si,no,si,8,no,4,,4,1,no,no,si,no,0.2
U1165,Importadora Morales S.A.,Pyme,Costa Rica,Pro,49,2022-02-06,2023-12-24,cancelado,tarjeta,,,,,,,,,U1165,44598,no,no,si,no,,si,1,5,2,6,no,no,no,no,0
U1166,Comidas Rápidas Rojas,Pyme,Colombia,Starter,19,2023-01-29,2024-01-06,activo,tarjeta,,,,,,,,,U1166,44955,si,no,si,si,8,no,8,19,3,2,no,no,no,si,7
U1167,Constructora López S.A.,Pyme,México,Growth,35,2022-08-18,2024-01-12,activo,transferencia,,,,,,,,,U1167,44791,si,si,si,si,3,no,18,27,10,2,no,si,no,si,3.5
U1168,Repuestos Ramírez S.R.L.,Pyme,Colombia,Starter,19,2023-09-16,2024-01-22,activo,OXXO,,,,,,,,,U1168,45185,si,no,no,si,1,no,38,72,1,1,no,si,no,si,1.9
U1169,Repuestos López S.R.L.,Pyme,Colombia,Growth,35,2023-09-29,2024-01-28,activo,transferencia,,,,,,,,,U1169,45198,si,no,si,si,5,no,10,24,,2,no,no,no,si,5.4
U1170,Importadora Jiménez,Pyme,Costa Rica,Growth,35,2023-07-02,2024-02-06,activo,transferencia,,,,,,,,,U1170,45109,si,si,si,si,1,no,40,66,3,1,no,no,si,si,3.9
U1171,Ávila Ramírez & Asociados,Contador,México,Enterprise,89,2022-09-01,2024-01-01,activo,tarjeta,,,,,,,,,U1171,44805,si,si,si,si,7,no,14,26,,1,no,no,si,si,1.7
U1172,Hernández Ramírez Contadores,Contador,República Dominicana,Growth,35,2023-08-08,2024-02-09,activo,tarjeta,,,,,,,,,U1172,45146,si,si,si,si,5,no,23,55,8,1,no,no,no,si,6.3
U1173,Asesoría Morales Auditoría,Contador,México,Growth,35,2023-08-06,2024-02-23,activo,tarjeta,,,,,,,,,U1173,45144,si,no,si,si,4,no,39,93,3,2,no,no,si,si,6.8
U1174,Clínica López S.A.,Pyme,Colombia,Starter,19,2023-01-03,2024-02-24,activo,transferencia,,,,,,,,,U1174,44929,si,si,si,si,7,no,39,73,11,2,no,no,no,si,5.6
U1175,Farmacia Ramírez & Hijos,Pyme,México,Starter,19,2022-03-07,2024-01-17,activo,transferencia,,,,,,,,,U1175,44627,no,si,si,no,,no,0,3,9,2,no,si,si,si,4
U1176,Tienda Jiménez S.R.L.,Pyme,Colombia,Pro,49,2023-11-03,2024-01-08,activo,transferencia,,,,,,,,,U1176,45233,si,si,si,si,1,no,13,20,6,1,no,no,si,si,4.8
U1177,Comidas Rápidas Díaz S.A.,Pyme,México,Starter,19,2024-01-02,2023-05-12,cancelado,tarjeta,U1177,2023-06-08,involuntario,transferencia_rechazada,,ninguno,,"tarjeta rechazada, no respondió a los intentos de contacto",U1177,45293,si,si,no,si,8,no,10,,2,2,no,no,no,no,0
U1178,Morales Medina Fiscalistas,Contador,Colombia,Starter,19,2023-03-31,2024-01-05,activo,tarjeta,,,,,,,,,U1178,45016,si,si,si,si,10,no,14,35,4,1,no,no,si,si,6.7
U1179,Morales Flores Auditoría,Contador,Costa Rica,Starter,19,2023-03-13,2023-08-23,suspendido,transferencia,U1179,2023-03-03,voluntario,funcionalidades_insuficientes,,Contpaqi,2,"nunca entendí cómo configurar el plan de cuentas, me rendí",U1179,44998,no,si,si,no,,no,0,3,3,1,no,no,no,no,0.1
U1180,Hernández Hernández & Partners,Contador,México,Enterprise,89,2022-10-29,2024-01-11,activo,tarjeta,,,,,,,,,U1180,44863,si,si,si,si,10,si,40,54,7,3,no,no,si,si,3.6
U1181,Agropecuaria Díaz Express,Pyme,México,Pro,49,2023-06-08,2024-02-17,activo,tarjeta,,,,,,,,,U1181,45085,no,si,si,si,6,si,37,55,1,2,no,si,no,si,6
U1182,Estudio Sánchez & Partners,Contador,Colombia,Pro,49,2023-01-26,2024-02-11,activo,tarjeta,,,,,,,,,U1182,44952,si,si,si,si,4,no,35,57,8,6,no,no,si,si,6.3
U1183,Constructora López & Cía,Pyme,México,Growth,35,2023-03-05,2024-01-08,activo,PSE,,,,,,,,,U1183,44990,si,si,no,si,8,no,5,9,0,2,no,no,no,si,2.8
U1184,Importadora Díaz,Pyme,México,Starter,19,2023-08-13,2024-01-16,activo,tarjeta,,,,,,,,,U1184,45151,si,no,no,si,5,no,40,52,15,2,no,no,si,si,2
U1185,Distribuidora Díaz S.A.,Pyme,Ecuador,Growth,35,2023-04-01,2024-02-26,activo,tarjeta,,,,,,,,,U1185,45017,si,si,si,si,4,no,35,83,14,1,no,si,si,si,5.4
U1186,Vargas Hernández & Partners,Contador,Costa Rica,Pro,49,2023-04-05,2023-10-29,inactivo,transferencia,,,,,,,,,U1186,45021,si,si,si,si,9,si,11,19,0,3,si,no,si,no,0.5
U1187,Transporte Flores,Pyme,Panamá,Growth,35,2023-11-13,2024-01-17,activo,transferencia,,,,,,,,,U1187,45243,si,si,si,si,2,no,19,25,15,1,no,si,si,si,2.4
U1188,Tienda Morales,Pyme,México,Starter,19,2023-05-22,2024-02-19,activo,tarjeta,,,,,,,,,U1188,45068,si,no,si,si,10,no,40,91,5,1,no,no,si,si,2.2
U1189,Comidas Rápidas Cruz,Pyme,Colombia,Growth,35,2023-04-27,2024-01-09,activo,PSE,,,,,,,,,U1189,45043,si,no,si,si,5,no,20,49,8,2,no,no,si,si,4.2
U1190,Taller Vargas,Pyme,Colombia,Growth,35,2023-06-27,2023-08-30,suspendido,tarjeta,,,,,,,,,U1190,45104,no,si,no,no,,no,1,5,3,2,no,no,no,si,0.9
U1191,Taller López,Pyme,Colombia,Pro,49,2022-12-11,2024-02-09,activo,tarjeta,,,,,,,,,U1191,44906,si,si,si,si,5,si,28,51,14,4,si,si,si,si,3.6
U1192,López Ortiz Contadores,Contador,Ecuador,Enterprise,89,2023-10-08,2024-02-23,activo,tarjeta,,,,,,,,,U1192,45207,si,si,si,si,9,si,3,6,10,2,no,no,no,si,6.3
U1193,Agropecuaria Díaz Express,Pyme,Colombia,Pro,49,2023-06-06,2024-02-27,activo,tarjeta,,,,,,,,,U1193,45083,si,no,si,si,5,si,37,69,4,5,no,no,si,si,5.6
U1194,Farmacia Ortiz,Pyme,México,Growth,35,2023-08-26,2024-02-19,activo,tarjeta,,,,,,,,,U1194,45164,no,no,no,no,,no,1,5,1,1,no,si,si,si,5.8
U1195,Tienda Hernández,Pyme,Panamá,Growth,35,2023-03-13,2024-01-25,activo,tarjeta,,,,,,,,,U1195,44998,si,si,si,si,5,no,5,6,15,2,no,si,si,si,4.7
U1196,Morales Rodríguez Fiscalistas,Contador,Panamá,Pro,49,2023-03-17,2024-02-06,activo,PSE,,,,,,,,,U1196,45002,si,si,no,si,4,no,8,15,6,2,no,no,no,si,1.9
U1197,Repuestos Ramírez Plus,Pyme,Colombia,Starter,19,2023-03-26,2024-01-11,activo,tarjeta,,,,,,,,,U1197,45011,si,si,si,si,1,no,28,46,10,2,no,no,no,si,3.1
U1198,Tienda García S.A.,Pyme,Colombia,Starter,19,2022-04-09,2024-02-23,activo,tarjeta,,,,,,,,,U1198,44660,si,si,si,si,5,no,15,26,14,2,no,no,si,si,2.7
U1199,Ramos Torres & Partners,Contador,México,Pro,49,2022-01-07,2024-02-22,activo,tarjeta,,,,,,,,,U1199,44568,no,si,si,no,,si,1,5,2,3,no,no,si,si,3.8
U1200,Repuestos Rodríguez,Pyme,México,Starter,19,2023-04-10,2024-01-08,activo,transferencia,,,,,,,,,U1200,45026,si,si,si,si,4,no,37,79,11,2,no,si,no,si,5.1
U1201,Importadora Martínez & Hijos,Pyme,Colombia,Pro,49,2022-10-13,2024-01-08,activo,OXXO,,,,,,,,,U1201,44847,si,si,si,si,1,si,40,100,13,4,si,no,si,si,5.4
U1202,López Martínez Contadores,Contador,Colombia,Pro,49,2022-10-10,2024-02-17,activo,tarjeta,,,,,,,,,U1202,44844,si,no,si,si,9,no,30,56,11,4,si,no,si,si,3.9
U1203,Vargas Vargas Contadores,Contador,Panamá,Starter,19,2022-04-13,2023-09-24,cancelado,tarjeta,,,,,,,,,U1203,44664,no,si,si,si,1,no,5,10,3,1,no,no,no,si,0
U1204,Vargas Sánchez Contadores,Contador,México,Enterprise,89,2023-10-05,2024-01-09,activo,transferencia,,,,,,,,,U1204,45204,si,si,no,si,1,no,32,45,4,3,no,no,si,si,5
U1205,Supermercado Martínez Plus,Pyme,México,Growth,35,2022-07-11,2024-01-19,activo,tarjeta,,,,,,,,,U1205,44753,si,si,si,si,5,no,20,35,5,1,no,no,si,si,2.7
U1206,Contabilidad Cruz Contadores,Contador,Colombia,Pro,49,2023-05-18,2024-01-14,activo,transferencia,,,,,,,,,U1206,45064,si,si,si,si,6,no,12,19,4,3,no,no,si,si,6.7
U1207,Tienda Torres del Norte,Pyme,México,Growth,35,2023-10-16,2024-02-03,activo,transferencia,,,,,,,,,U1207,45215,no,no,si,si,10,no,36,82,2,1,no,no,si,si,4.4
U1208,Ramos Rodríguez Fiscalistas,Contador,México,Pro,49,2023-09-05,2024-01-31,activo,tarjeta,,,,,,,,,U1208,45174,si,si,no,si,5,si,16,35,7,5,no,no,si,si,6.7
U1209,Supermercado Rodríguez,Pyme,México,Starter,19,2023-03-12,2024-01-30,activo,OXXO,,,,,,,,,U1209,44997,si,si,no,si,5,no,20,24,,1,no,no,no,si,4.6
U1210,Farmacia Ramírez Plus,Pyme,Colombia,Pro,49,2023-05-16,2024-02-13,activo,tarjeta,,,,,,,,,U1210,45062,si,si,si,si,3,si,34,62,7,3,no,no,no,si,2.2
U1211,Salinas Cruz Auditoría,Contador,Colombia,Pro,49,2022-09-25,2024-01-27,activo,tarjeta,,,,,,,,,U1211,44829,si,si,si,si,5,si,9,14,3,4,no,no,no,si,6.4
U1212,Boutique Cruz,Pyme,Colombia,Growth,35,2022-08-13,2024-02-22,activo,tarjeta,,,,,,,,,U1212,44786,si,no,si,si,3,no,20,29,1,1,no,no,si,si,2
U1213,Asesoría Rojas & Partners,Contador,México,Pro,49,2022-04-23,2023-11-11,cancelado,transferencia,,,,,,,,,U1213,44674,si,si,no,si,8,no,9,13,4,5,si,no,no,no,0
U1214,Importadora Vargas,Pyme,Costa Rica,Pro,49,2022-04-03,2023-11-25,inactivo,PSE,,,,,,,,,U1214,44654,no,no,no,no,,si,0,1,4,1,no,si,no,no,1.5
U1215,Panadería Torres del Norte,Pyme,Colombia,Growth,35,2022-06-10,2023-12-11,inactivo,PSE,U1215,2023-03-02,involuntario,disputa_bancaria,,ninguno,,transferencia rechazada dos meses consecutivos,U1215,44722,no,no,si,si,15,no,4,,,1,no,no,no,si,0.1
U1216,Constructora Rodríguez Plus,Pyme,Colombia,Growth,35,2022-01-14,2024-01-02,activo,transferencia,,,,,,,,,U1216,44575,si,si,si,si,6,no,8,10,8,1,no,no,si,si,3.7
U1217,Farmacia Rodríguez Express,Pyme,Colombia,Starter,19,2022-08-24,2024-02-14,activo,tarjeta,,,,,,,,,U1217,44797,si,no,no,si,10,no,29,57,8,1,no,si,si,si,2.3
U1218,López Cruz & Asociados,Contador,Colombia,Pro,49,2022-10-04,2023-10-08,suspendido,transferencia,U1218,2024-01-12,voluntario,cambio_de_negocio,precio_alto,Aspel,1,mis clientes usan otro sistema y quería compatibilidad,U1218,44838,si,si,no,si,17,no,5,6,4,4,si,no,no,no,0.2
U1219,Panadería Rojas Plus,Pyme,República Dominicana,Growth,35,2022-06-05,2024-02-07,activo,transferencia,,,,,,,,,U1219,44717,si,no,si,si,4,no,5,6,1,2,no,no,si,si,3.4
U1220,Supermercado Medina,Pyme,México,Starter,19,2022-10-08,2024-01-07,activo,tarjeta,,,,,,,,,U1220,44842,si,si,si,si,8,no,24,38,11,1,no,no,si,si,3.2
U1221,Constructora Jiménez,Pyme,Colombia,Enterprise,89,2023-07-29,2024-01-19,activo,PSE,,,,,,,,,U1221,45136,si,no,si,si,7,si,17,24,9,3,no,si,si,si,6.2
U1222,Panadería Medina Express,Pyme,México,Starter,19,2023-01-17,2024-02-15,activo,tarjeta,,,,,,,,,U1222,44943,si,si,si,si,6,no,21,46,6,2,no,no,no,si,6.9
U1223,Ávila Martínez & Asociados,Contador,México,Pro,49,2022-04-22,2024-01-22,activo,tarjeta,,,,,,,,,U1223,44673,si,si,si,si,2,si,34,58,12,5,no,no,si,si,3.3
U1224,Comidas Rápidas Ortiz Plus,Pyme,Colombia,Pro,49,2023-08-31,2024-01-10,activo,tarjeta,,,,,,,,,U1224,45169,si,no,si,si,4,si,31,67,4,4,si,no,si,si,2
U1225,Tienda López,Pyme,Colombia,Pro,49,2022-09-16,2024-02-17,activo,tarjeta,,,,,,,,,U1225,44820,si,no,si,si,6,no,19,31,15,6,no,si,si,si,2.2
U1226,Constructora Ortiz,Pyme,México,Starter,19,2023-12-08,2024-02-05,activo,transferencia,,,,,,,,,U1226,45268,si,si,si,si,5,no,12,29,9,1,no,si,si,si,4.5
U1227,Estudio Rodríguez Auditoría,Contador,Colombia,Pro,49,2023-06-11,2024-02-17,activo,OXXO,,,,,,,,,U1227,45088,si,si,no,si,9,no,4,8,6,2,no,no,si,si,2.5
U1228,Salinas Rodríguez & Asociados,Contador,México,Pro,49,2022-06-15,2024-01-08,activo,tarjeta,,,,,,,,,U1228,44727,si,si,si,si,2,si,22,43,4,1,no,no,si,si,5.1
